area_type,route_type,hour,day_of_week,weather,rainfall_mm,traffic_index,passenger_load_pct,scheduled_headway_min,stop_count,distance_km,road_condition,previous_delay_min,special_event,delay_minutes,delay_category
Urban,Local Bus,22,5,Rain,7.95,74.03,67.44,16.69,22,11.02,Poor,0.19,1,22.43,Major Delay
Urban,Feeder Bus,19,6,Clear,6.77,36.69,61.6,12.49,14,8.36,Average,1.56,0,8.63,Moderate Delay
Urban,Express Bus,12,1,Clear,5.07,31.42,63.1,11.86,21,8.4,Average,2.37,0,8.66,Moderate Delay
Urban,Local Bus,21,2,Clear,3.38,44.1,54.38,18.39,24,16.53,Average,0.0,0,18.55,Major Delay
Urban,Local Bus,11,5,Clear,7.36,27.47,52.86,22.41,15,9.26,Average,0.0,0,7.26,Moderate Delay
Urban,Local Bus,14,4,Clear,2.65,51.6,37.91,21.3,23,17.98,Average,12.55,0,15.4,Major Delay
Urban,Local Bus,17,6,Clear,4.86,26.91,70.27,12.2,27,7.82,Average,0.0,0,15.7,Major Delay
Rural,Local Bus,15,2,Clear,1.94,28.58,37.2,13.01,29,11.23,Good,0.0,0,11.57,Moderate Delay
Urban,Express Bus,19,1,Heavy Rain,1.28,60.58,41.66,12.15,9,12.55,Average,7.24,0,22.36,Major Delay
Urban,Local Bus,7,1,Clear,2.57,62.2,34.04,20.34,21,16.91,Good,0.0,1,18.3,Major Delay
Urban,Feeder Bus,13,4,Clear,0.35,41.25,51.48,11.67,18,15.85,Average,7.36,0,24.05,Major Delay
Urban,Local Bus,16,0,Clear,1.15,10.13,58.52,3.0,32,12.54,Average,7.81,0,18.09,Major Delay
Urban,Express Bus,10,3,Clear,3.24,74.93,36.01,16.89,16,11.37,Average,0.0,0,17.54,Major Delay
Urban,Local Bus,20,2,Cloudy,5.01,37.69,52.67,17.18,12,6.46,Average,3.71,1,17.36,Major Delay
Urban,Local Bus,10,6,Clear,9.66,95.43,61.23,11.57,28,10.04,Average,3.25,0,26.51,Major Delay
Urban,Feeder Bus,10,6,Rain,3.04,44.95,26.61,25.12,16,22.31,Average,0.0,0,12.86,Moderate Delay
Urban,Express Bus,10,3,Heavy Rain,1.24,51.12,42.81,10.75,10,6.21,Good,0.42,0,20.13,Major Delay
Urban,Local Bus,17,4,Rain,0.63,38.07,94.09,22.51,21,8.19,Good,2.72,0,17.44,Major Delay
Urban,Local Bus,7,2,Clear,9.03,53.6,43.83,5.97,34,4.09,Good,1.16,0,18.79,Major Delay
Urban,Express Bus,7,5,Clear,3.95,100.0,72.17,15.66,13,7.26,Good,6.38,0,16.56,Major Delay
Urban,Feeder Bus,19,2,Clear,2.89,39.97,47.85,9.15,9,5.08,Good,2.75,0,15.79,Major Delay
Urban,Express Bus,8,5,Rain,4.08,77.36,62.0,13.56,19,4.87,Average,5.76,0,19.83,Major Delay
Urban,Local Bus,6,6,Clear,7.44,50.08,42.05,18.57,18,12.61,Average,1.56,0,12.95,Moderate Delay
Urban,Local Bus,9,1,Cloudy,12.24,75.0,19.96,10.58,13,14.65,Good,6.7,0,19.11,Major Delay
Urban,Local Bus,12,1,Clear,2.63,3.57,49.18,9.81,23,12.76,Poor,7.92,0,13.14,Moderate Delay
Urban,Local Bus,5,2,Clear,6.85,92.73,66.84,12.66,5,5.89,Good,0.0,0,6.6,Moderate Delay
Rural,Express Bus,20,5,Clear,0.55,55.84,71.57,35.0,17,2.58,Average,5.39,0,3.9,On Time / Minor
Urban,Express Bus,7,4,Clear,16.18,41.84,60.86,15.21,9,2.0,Average,0.03,0,17.86,Major Delay
Urban,Local Bus,12,1,Cloudy,2.6,68.78,42.45,14.86,31,4.91,Average,1.31,0,15.97,Major Delay
Urban,Express Bus,8,2,Cloudy,0.42,51.31,76.41,16.61,21,5.87,Good,5.06,0,14.97,Moderate Delay
Rural,Express Bus,10,4,Clear,8.74,21.6,43.56,3.7,24,8.71,Good,4.11,0,9.29,Moderate Delay
Urban,Express Bus,5,6,Clear,1.52,0.0,44.79,19.53,23,12.31,Good,2.33,0,8.37,Moderate Delay
Urban,Local Bus,22,3,Rain,3.47,90.0,38.4,18.27,25,9.07,Average,6.81,0,16.65,Major Delay
Rural,Local Bus,21,0,Clear,6.18,42.87,49.54,3.3,25,18.92,Poor,4.4,0,17.24,Major Delay
Urban,Local Bus,7,0,Cloudy,8.11,33.9,52.09,28.43,31,22.53,Average,0.0,0,10.04,Moderate Delay
Rural,Local Bus,8,0,Clear,5.28,35.69,63.87,14.02,23,10.47,Average,8.99,0,9.79,Moderate Delay
Urban,Local Bus,20,0,Cloudy,3.28,81.68,30.94,7.3,8,2.0,Good,8.82,0,10.46,Moderate Delay
Urban,Local Bus,12,2,Cloudy,3.99,36.73,48.79,15.88,16,8.32,Average,3.57,0,10.22,Moderate Delay
Urban,Local Bus,6,1,Clear,26.77,62.82,41.99,8.55,18,9.67,Average,0.71,0,19.72,Major Delay
Urban,Local Bus,7,2,Cloudy,9.34,40.3,66.55,4.34,32,14.43,Good,0.0,0,25.61,Major Delay
Rural,Feeder Bus,12,5,Cloudy,0.98,19.14,64.05,12.36,17,4.32,Average,11.86,0,16.75,Major Delay
Urban,Express Bus,15,3,Clear,3.91,68.73,37.41,12.63,31,2.88,Good,2.58,0,0.0,On Time / Minor
Rural,Local Bus,16,5,Rain,5.58,73.37,67.84,4.55,27,12.31,Good,4.23,0,24.22,Major Delay
Urban,Feeder Bus,7,3,Clear,0.03,32.38,56.95,9.32,16,8.27,Good,5.61,0,11.44,Moderate Delay
Urban,Local Bus,11,1,Clear,10.34,47.13,73.86,7.8,30,8.19,Average,0.0,1,12.75,Moderate Delay
Rural,Local Bus,9,6,Rain,1.14,50.23,45.08,11.86,19,6.6,Average,0.0,0,23.05,Major Delay
Urban,Feeder Bus,14,3,Rain,1.69,58.24,69.81,17.89,18,8.98,Good,14.51,0,16.1,Major Delay
Rural,Local Bus,10,5,Clear,0.72,93.34,75.3,14.85,8,12.0,Poor,0.0,0,14.95,Moderate Delay
Urban,Local Bus,8,0,Cloudy,8.81,40.55,59.38,13.8,8,2.0,Average,0.0,0,12.05,Moderate Delay
Rural,Local Bus,19,5,Clear,6.47,40.41,99.96,3.05,21,11.08,Average,1.25,0,15.93,Major Delay
Urban,Local Bus,15,5,Rain,9.24,43.97,67.83,13.83,27,14.44,Poor,0.0,0,22.72,Major Delay
Urban,Express Bus,13,1,Clear,13.08,26.33,93.26,7.47,30,13.24,Poor,0.0,0,16.96,Major Delay
Urban,Local Bus,7,5,Rain,4.46,8.39,100.0,3.69,28,21.54,Good,0.0,0,16.98,Major Delay
Urban,Local Bus,6,5,Clear,2.01,51.08,24.54,19.27,18,8.81,Poor,2.64,1,10.15,Moderate Delay
Urban,Local Bus,19,6,Clear,4.54,60.13,81.03,6.01,13,10.54,Good,5.29,0,13.62,Moderate Delay
Urban,Local Bus,22,1,Rain,1.67,48.06,68.33,14.56,17,17.37,Good,5.5,0,17.64,Major Delay
Rural,Local Bus,15,6,Clear,6.06,46.56,62.87,11.08,10,11.27,Good,0.0,0,7.95,Moderate Delay
Urban,Feeder Bus,5,5,Clear,10.66,27.33,44.78,8.28,20,18.53,Average,8.36,0,14.67,Moderate Delay
Rural,Express Bus,13,2,Clear,1.24,53.81,40.17,21.32,9,15.08,Poor,4.22,0,11.58,Moderate Delay
Rural,Local Bus,10,2,Cloudy,4.58,51.91,36.94,10.4,27,11.72,Good,8.86,0,19.53,Major Delay
Urban,Express Bus,5,1,Clear,3.2,58.92,100.0,10.8,8,10.94,Average,4.94,0,14.45,Moderate Delay
Urban,Local Bus,7,3,Cloudy,3.44,55.44,67.75,9.59,17,9.83,Good,2.19,0,18.5,Major Delay
Urban,Local Bus,13,6,Clear,8.66,57.06,30.82,15.06,13,10.83,Average,2.32,0,11.93,Moderate Delay
Urban,Local Bus,12,5,Cloudy,5.67,78.33,36.95,13.04,23,6.77,Good,5.26,0,19.97,Major Delay
Urban,Local Bus,15,1,Rain,2.65,61.16,17.5,9.79,26,14.39,Average,9.81,1,19.43,Major Delay
Rural,Express Bus,17,0,Clear,3.03,59.05,81.82,8.46,16,20.57,Average,4.13,0,12.01,Moderate Delay
Urban,Feeder Bus,9,0,Cloudy,3.96,7.92,58.91,13.75,13,2.0,Good,4.54,0,15.86,Major Delay
Urban,Local Bus,10,4,Clear,3.71,72.23,68.18,10.1,32,16.89,Poor,6.33,0,20.47,Major Delay
Rural,Local Bus,17,2,Clear,3.96,41.15,58.05,24.35,30,12.21,Poor,0.0,0,13.19,Moderate Delay
Urban,Express Bus,8,5,Rain,7.4,49.82,76.96,10.85,30,16.22,Average,0.0,0,14.65,Moderate Delay
Urban,Local Bus,6,5,Rain,0.7,18.72,50.06,16.01,15,8.06,Average,4.59,0,13.09,Moderate Delay
Urban,Local Bus,20,1,Rain,5.74,96.07,63.91,13.45,6,10.09,Average,0.0,0,18.49,Major Delay
Rural,Feeder Bus,8,4,Heavy Rain,6.35,0.0,63.48,12.27,26,17.33,Good,2.18,0,20.19,Major Delay
Urban,Feeder Bus,7,5,Clear,17.25,82.23,34.79,19.4,11,10.75,Good,3.43,1,18.77,Major Delay
Urban,Feeder Bus,18,6,Cloudy,3.27,57.78,43.54,17.48,11,15.12,Average,15.56,0,17.33,Major Delay
Urban,Local Bus,14,5,Clear,5.65,4.18,51.94,17.37,28,8.06,Average,2.62,0,15.64,Major Delay
Urban,Local Bus,7,2,Heavy Rain,8.6,94.84,64.42,17.3,8,10.01,Average,0.0,0,26.36,Major Delay
Urban,Local Bus,20,6,Cloudy,5.54,59.82,85.77,4.31,30,13.55,Average,4.52,0,17.24,Major Delay
Urban,Feeder Bus,9,1,Clear,0.14,0.0,60.31,16.64,12,13.02,Average,8.59,0,9.74,Moderate Delay
Rural,Local Bus,17,5,Rain,0.18,38.28,56.25,12.52,14,15.13,Good,6.16,0,14.72,Moderate Delay
Urban,Local Bus,16,2,Cloudy,2.96,60.29,64.2,10.92,23,9.3,Good,5.82,0,7.42,Moderate Delay
Rural,Local Bus,19,6,Heavy Rain,3.65,87.4,54.86,34.76,25,11.0,Good,0.0,0,20.98,Major Delay
Urban,Express Bus,18,5,Rain,5.0,38.59,57.55,5.16,24,15.85,Good,1.4,0,14.78,Moderate Delay
Urban,Express Bus,17,4,Rain,0.62,0.0,88.32,13.46,20,18.21,Average,0.0,0,21.17,Major Delay
Urban,Express Bus,5,1,Cloudy,6.54,81.56,53.54,12.97,23,6.8,Average,0.0,1,19.36,Major Delay
Urban,Local Bus,21,1,Cloudy,0.63,59.46,63.24,13.51,16,16.94,Good,2.46,0,12.7,Moderate Delay
Rural,Express Bus,7,6,Rain,5.46,0.0,45.1,7.92,17,7.16,Average,8.1,0,17.14,Major Delay
Rural,Local Bus,9,5,Clear,1.01,55.88,83.22,15.35,8,12.04,Good,17.9,1,18.83,Major Delay
Rural,Local Bus,13,3,Clear,6.23,58.32,39.77,7.26,21,12.41,Average,4.23,0,15.5,Major Delay
Urban,Local Bus,10,6,Heavy Rain,8.64,40.53,56.56,15.7,15,8.56,Poor,6.2,1,21.0,Major Delay
Rural,Local Bus,15,5,Rain,1.39,28.97,77.65,14.94,33,10.11,Good,0.0,0,13.14,Moderate Delay
Urban,Local Bus,5,2,Heavy Rain,5.38,33.98,40.68,12.53,33,2.15,Average,1.3,0,20.74,Major Delay
Rural,Feeder Bus,13,5,Clear,4.3,40.52,75.36,13.56,7,14.62,Good,11.16,0,11.04,Moderate Delay
Urban,Local Bus,11,5,Clear,1.3,56.16,17.02,23.5,24,9.61,Good,3.97,0,15.53,Major Delay
Urban,Local Bus,16,3,Rain,0.57,66.13,36.16,17.47,7,10.79,Average,2.98,0,16.57,Major Delay
Urban,Express Bus,14,0,Clear,6.66,0.0,56.12,15.04,15,8.14,Average,18.0,0,14.25,Moderate Delay
Urban,Express Bus,18,5,Clear,15.34,53.89,100.0,16.55,19,14.64,Average,9.45,0,18.49,Major Delay
Urban,Local Bus,7,2,Clear,2.64,59.22,60.91,14.24,13,11.93,Poor,7.36,0,19.44,Major Delay
Rural,Express Bus,22,2,Rain,0.14,51.89,61.34,17.31,29,5.25,Average,3.18,0,17.32,Major Delay
Rural,Local Bus,12,4,Cloudy,0.03,38.69,80.95,10.36,5,10.44,Average,4.86,0,19.43,Major Delay
Rural,Local Bus,11,5,Clear,3.93,80.66,36.27,27.26,31,5.82,Good,14.19,0,7.22,Moderate Delay
Urban,Express Bus,14,0,Cloudy,0.36,78.92,10.0,15.13,34,11.1,Good,14.66,1,12.6,Moderate Delay
Urban,Express Bus,7,5,Clear,0.23,39.58,92.68,30.96,26,14.41,Average,0.81,0,14.05,Moderate Delay
Urban,Local Bus,19,2,Rain,1.26,46.09,70.09,27.3,34,11.96,Average,0.0,0,24.04,Major Delay
Urban,Local Bus,9,3,Cloudy,6.5,65.75,49.09,10.98,11,13.17,Good,3.75,0,17.9,Major Delay
Urban,Local Bus,21,6,Cloudy,6.0,77.5,59.15,15.44,23,16.29,Good,7.32,1,15.92,Major Delay
Urban,Local Bus,7,1,Clear,6.88,29.24,79.04,16.19,27,6.91,Good,12.53,0,15.72,Major Delay
Urban,Feeder Bus,20,1,Clear,1.94,23.94,55.41,19.6,15,8.81,Good,2.97,0,13.8,Moderate Delay
Urban,Local Bus,12,6,Clear,2.12,54.31,60.9,14.79,11,2.0,Average,1.76,0,10.47,Moderate Delay
Urban,Feeder Bus,15,2,Heavy Rain,9.16,22.16,98.71,21.24,16,9.1,Average,9.06,0,22.48,Major Delay
Urban,Local Bus,20,6,Clear,2.47,3.27,33.13,3.45,5,7.93,Average,0.0,0,8.62,Moderate Delay
Urban,Feeder Bus,7,2,Clear,0.55,29.13,68.34,10.34,20,14.27,Poor,2.31,0,18.96,Major Delay
Rural,Local Bus,11,4,Clear,1.35,57.59,33.56,12.85,9,13.31,Average,3.53,1,16.37,Major Delay
Urban,Local Bus,22,3,Heavy Rain,6.98,83.73,89.26,10.0,14,18.5,Good,3.14,0,13.72,Moderate Delay
Rural,Local Bus,7,6,Rain,5.28,31.7,63.86,3.61,34,8.49,Average,9.9,1,29.73,Major Delay
Urban,Local Bus,6,3,Clear,2.91,45.14,44.26,19.3,7,12.98,Average,6.18,0,19.3,Major Delay
Rural,Feeder Bus,14,3,Cloudy,0.31,51.58,27.99,7.36,26,14.7,Average,0.8,0,4.99,On Time / Minor
Rural,Express Bus,5,3,Clear,5.23,33.08,51.0,9.95,12,22.46,Average,2.32,0,9.18,Moderate Delay
Rural,Express Bus,22,2,Rain,2.33,31.28,61.71,18.53,9,13.18,Average,17.49,0,9.29,Moderate Delay
Urban,Local Bus,21,3,Heavy Rain,0.54,55.7,81.17,21.35,21,10.76,Good,0.0,0,12.41,Moderate Delay
Urban,Express Bus,8,3,Rain,6.83,20.46,36.13,10.61,14,11.63,Good,0.0,0,14.75,Moderate Delay
Urban,Express Bus,8,5,Rain,2.49,30.35,41.51,7.78,25,13.33,Good,0.0,1,22.61,Major Delay
Urban,Feeder Bus,19,0,Cloudy,3.73,43.34,48.06,9.12,31,17.87,Good,5.02,0,15.62,Major Delay
Urban,Express Bus,14,3,Clear,10.4,55.42,42.5,20.69,26,8.87,Poor,9.18,1,23.54,Major Delay
Urban,Express Bus,19,3,Cloudy,4.77,13.15,47.71,21.03,26,7.45,Good,2.92,0,8.06,Moderate Delay
Urban,Local Bus,22,5,Rain,6.37,44.99,39.1,16.02,23,24.11,Good,0.68,0,10.48,Moderate Delay
Urban,Feeder Bus,12,4,Clear,3.48,18.31,66.34,15.48,12,5.37,Average,0.0,0,8.84,Moderate Delay
Urban,Local Bus,9,3,Cloudy,7.6,32.26,48.34,6.09,18,15.28,Poor,0.0,0,15.26,Major Delay
Urban,Local Bus,16,0,Clear,0.77,66.14,58.22,16.79,34,13.08,Average,11.5,0,19.61,Major Delay
Rural,Feeder Bus,16,2,Clear,0.31,46.3,64.09,18.71,20,12.61,Good,2.49,1,16.72,Major Delay
Rural,Local Bus,12,1,Rain,0.64,86.39,30.41,14.99,22,4.86,Good,4.61,0,10.96,Moderate Delay
Urban,Local Bus,10,1,Clear,2.14,46.34,69.87,15.21,23,24.55,Average,7.76,0,13.97,Moderate Delay
Urban,Local Bus,9,5,Rain,6.36,70.26,62.19,7.81,21,11.88,Average,10.43,1,28.06,Major Delay
Urban,Local Bus,14,3,Clear,1.83,66.28,62.21,21.01,8,8.42,Good,2.37,0,10.39,Moderate Delay
Urban,Feeder Bus,12,5,Cloudy,6.19,47.7,55.33,5.84,22,4.35,Poor,0.0,0,18.4,Major Delay
Urban,Feeder Bus,13,0,Rain,3.94,17.74,52.61,13.9,9,2.0,Average,3.39,1,12.47,Moderate Delay
Urban,Local Bus,6,6,Rain,17.56,45.58,59.08,16.75,26,14.52,Average,2.84,0,16.26,Major Delay
Rural,Feeder Bus,20,3,Rain,4.05,35.75,59.91,20.85,31,6.81,Good,0.71,0,18.47,Major Delay
Urban,Express Bus,17,1,Clear,1.6,34.86,34.4,20.32,12,9.66,Poor,0.0,0,15.13,Major Delay
Rural,Feeder Bus,21,2,Clear,5.61,51.58,89.51,20.84,13,7.99,Average,5.45,0,17.92,Major Delay
Urban,Local Bus,19,5,Rain,3.65,14.66,44.08,12.19,5,13.69,Good,10.13,0,15.0,Major Delay
Urban,Local Bus,16,4,Rain,0.77,27.9,59.33,27.94,14,12.95,Good,12.26,0,19.96,Major Delay
Rural,Local Bus,10,1,Rain,2.86,24.72,81.3,20.53,24,14.76,Good,0.0,0,17.64,Major Delay
Urban,Local Bus,16,6,Rain,2.79,42.15,51.16,11.88,10,14.95,Good,12.29,0,17.96,Major Delay
Rural,Express Bus,15,0,Clear,2.98,30.33,62.74,12.27,19,7.42,Good,0.0,1,7.12,Moderate Delay
Urban,Local Bus,21,1,Clear,0.85,31.84,14.18,18.56,29,4.27,Good,4.25,0,12.49,Moderate Delay
Urban,Local Bus,9,5,Heavy Rain,15.52,51.12,18.36,11.2,29,10.26,Average,8.73,0,23.36,Major Delay
Urban,Express Bus,5,3,Cloudy,0.38,37.75,57.49,6.34,6,13.59,Average,6.26,0,18.0,Major Delay
Rural,Local Bus,7,3,Rain,10.57,48.11,61.79,14.5,32,11.54,Average,10.56,0,21.4,Major Delay
Urban,Local Bus,8,6,Cloudy,3.31,22.34,80.12,3.0,30,2.0,Average,0.0,0,15.94,Major Delay
Rural,Express Bus,16,5,Heavy Rain,1.09,28.95,74.02,16.15,23,11.29,Good,2.59,0,20.47,Major Delay
Rural,Feeder Bus,7,6,Rain,1.07,94.94,26.16,17.83,29,6.0,Good,2.48,0,16.46,Major Delay
Rural,Local Bus,7,1,Clear,2.65,31.96,83.37,12.4,22,11.11,Average,9.2,0,14.02,Moderate Delay
Urban,Feeder Bus,12,5,Rain,1.3,0.0,34.19,20.9,17,15.82,Average,2.34,0,6.98,Moderate Delay
Rural,Feeder Bus,19,1,Clear,3.02,55.87,75.26,19.11,24,2.0,Good,4.67,0,10.17,Moderate Delay
Rural,Express Bus,12,5,Clear,5.92,31.72,48.97,7.89,31,18.54,Poor,2.21,0,7.66,Moderate Delay
Urban,Local Bus,9,3,Rain,0.57,53.61,100.0,14.27,7,5.77,Average,5.31,0,19.39,Major Delay
Urban,Express Bus,10,4,Clear,4.28,45.94,46.19,10.88,26,15.98,Poor,0.0,0,18.91,Major Delay
Urban,Feeder Bus,19,0,Clear,6.46,60.65,56.52,12.06,15,15.21,Average,0.0,0,12.93,Moderate Delay
Urban,Local Bus,12,6,Cloudy,3.94,45.71,61.17,20.88,30,9.49,Good,1.01,0,22.12,Major Delay
Rural,Feeder Bus,11,1,Heavy Rain,2.77,42.79,53.15,17.75,24,13.27,Poor,0.0,0,15.9,Major Delay
Urban,Feeder Bus,18,4,Clear,0.91,74.4,38.06,9.69,7,7.49,Poor,2.49,0,18.03,Major Delay
Urban,Local Bus,11,1,Rain,1.04,0.0,100.0,15.35,20,2.37,Average,7.41,0,18.48,Major Delay
Urban,Express Bus,11,6,Cloudy,1.06,17.51,45.79,9.47,30,16.69,Poor,0.0,0,12.19,Moderate Delay
Urban,Local Bus,18,2,Clear,1.91,29.02,45.07,11.09,28,7.58,Poor,1.43,0,16.75,Major Delay
Urban,Express Bus,10,5,Rain,1.95,9.06,55.81,23.24,25,20.0,Average,14.35,0,23.51,Major Delay
Rural,Feeder Bus,14,5,Cloudy,10.91,36.97,61.86,29.28,8,15.42,Good,0.0,0,12.58,Moderate Delay
Urban,Local Bus,16,3,Rain,4.59,34.7,44.3,24.67,34,6.78,Average,0.0,0,19.04,Major Delay
Urban,Local Bus,8,0,Rain,4.73,70.42,77.07,15.66,24,13.94,Average,5.01,0,18.6,Major Delay
Rural,Local Bus,7,1,Heavy Rain,3.73,45.97,61.05,15.1,29,13.64,Average,0.0,1,26.64,Major Delay
Urban,Feeder Bus,20,4,Rain,4.06,43.1,58.4,20.12,30,19.61,Average,2.84,0,21.94,Major Delay
Urban,Local Bus,10,3,Clear,5.05,39.26,69.16,14.61,34,8.56,Average,11.87,0,22.3,Major Delay
Urban,Feeder Bus,11,4,Rain,0.74,23.8,41.03,5.44,24,9.84,Poor,0.37,0,12.01,Moderate Delay
Rural,Local Bus,15,1,Cloudy,2.9,68.49,46.3,24.91,21,13.17,Average,0.0,0,14.18,Moderate Delay
Rural,Local Bus,6,3,Clear,1.11,75.83,57.56,6.87,7,11.09,Good,0.0,0,12.4,Moderate Delay
Urban,Feeder Bus,5,0,Cloudy,8.0,20.12,76.6,21.25,9,4.05,Average,0.0,0,14.66,Moderate Delay
Urban,Express Bus,12,3,Rain,1.71,85.26,53.12,18.56,24,16.07,Good,2.3,0,13.98,Moderate Delay
Urban,Local Bus,22,0,Clear,5.11,32.57,51.66,25.16,32,18.99,Good,14.17,0,11.36,Moderate Delay
Urban,Local Bus,15,4,Clear,6.02,30.69,15.83,19.18,30,11.77,Average,2.57,0,8.96,Moderate Delay
Urban,Local Bus,15,3,Cloudy,4.33,58.87,44.13,10.47,30,4.64,Poor,2.8,0,19.0,Major Delay
Rural,Local Bus,15,5,Clear,3.88,60.93,24.99,20.51,9,10.43,Good,3.26,0,13.37,Moderate Delay
Rural,Local Bus,20,3,Rain,3.29,46.36,29.97,11.82,18,6.45,Good,0.0,0,12.74,Moderate Delay
Urban,Express Bus,20,1,Clear,6.29,40.04,65.32,8.14,23,9.7,Average,0.0,0,14.5,Moderate Delay
Rural,Local Bus,5,1,Rain,1.23,74.96,100.0,3.01,23,11.93,Average,10.72,0,14.7,Moderate Delay
Rural,Local Bus,14,5,Rain,4.66,33.66,61.88,13.26,19,14.28,Good,6.52,0,7.78,Moderate Delay
Urban,Local Bus,14,6,Clear,0.2,46.42,64.66,3.87,33,18.03,Good,9.05,0,18.18,Major Delay
Urban,Local Bus,9,0,Cloudy,1.61,86.96,42.79,22.62,11,14.14,Average,4.67,0,18.23,Major Delay
Rural,Feeder Bus,22,4,Clear,1.88,17.25,37.03,4.57,30,5.71,Poor,9.29,0,17.28,Major Delay
Urban,Local Bus,9,3,Clear,0.45,37.45,99.12,11.72,18,14.41,Good,0.0,0,7.9,Moderate Delay
Rural,Local Bus,20,1,Cloudy,3.89,71.58,41.89,11.98,24,9.57,Average,3.75,1,23.98,Major Delay
Urban,Express Bus,6,3,Clear,1.34,60.14,18.0,15.03,17,10.14,Average,6.08,0,8.58,Moderate Delay
Urban,Feeder Bus,15,6,Rain,9.46,68.56,62.91,8.8,15,10.93,Good,10.09,0,15.38,Major Delay
Rural,Express Bus,18,1,Cloudy,2.51,17.57,49.4,20.81,22,11.68,Average,5.58,0,13.9,Moderate Delay
Urban,Feeder Bus,14,5,Clear,5.89,55.39,69.92,14.98,21,16.06,Good,5.58,0,13.96,Moderate Delay
Urban,Feeder Bus,6,0,Clear,8.15,41.44,89.35,13.89,27,13.48,Good,4.63,0,20.22,Major Delay
Urban,Express Bus,7,5,Rain,5.23,100.0,65.38,10.1,7,5.07,Good,0.0,0,18.05,Major Delay
Urban,Feeder Bus,15,0,Clear,2.13,66.62,62.54,17.3,7,3.49,Good,0.53,0,15.38,Major Delay
Urban,Local Bus,20,0,Rain,3.27,47.49,71.19,22.38,16,14.25,Average,0.98,0,16.97,Major Delay
Urban,Feeder Bus,15,0,Clear,0.45,54.58,100.0,30.17,11,13.69,Average,7.67,0,18.85,Major Delay
Urban,Feeder Bus,6,5,Heavy Rain,5.98,49.25,100.0,8.35,26,17.31,Average,6.07,0,16.59,Major Delay
Urban,Feeder Bus,19,4,Clear,7.57,64.08,51.68,13.18,24,10.51,Average,11.03,0,17.51,Major Delay
Urban,Local Bus,13,4,Clear,2.02,28.31,77.0,3.0,9,12.4,Good,5.94,0,8.16,Moderate Delay
Rural,Express Bus,6,1,Cloudy,2.25,79.4,93.72,18.08,8,13.39,Poor,2.43,0,15.7,Major Delay
Urban,Local Bus,11,6,Clear,7.86,17.53,71.87,5.81,30,3.23,Poor,9.91,0,19.19,Major Delay
Urban,Express Bus,8,5,Rain,0.59,52.72,56.67,15.65,24,2.94,Good,0.0,0,17.3,Major Delay
Urban,Local Bus,22,3,Clear,1.43,29.04,48.04,21.41,31,14.68,Average,2.05,1,16.88,Major Delay
Urban,Express Bus,21,6,Clear,1.59,48.99,59.97,11.53,24,12.85,Average,0.0,0,9.17,Moderate Delay
Rural,Express Bus,6,1,Clear,0.17,70.72,35.2,8.41,17,17.73,Average,0.0,0,8.79,Moderate Delay
Urban,Local Bus,15,2,Cloudy,4.9,8.62,75.91,21.91,15,20.22,Good,0.0,0,12.1,Moderate Delay
Urban,Local Bus,5,0,Rain,2.05,44.1,85.82,18.26,29,9.5,Good,0.19,0,14.32,Moderate Delay
Rural,Local Bus,13,1,Clear,2.07,14.89,50.06,7.22,34,9.24,Poor,4.45,0,19.9,Major Delay
Rural,Express Bus,7,5,Rain,3.71,41.57,48.99,14.84,18,4.22,Average,1.75,0,12.41,Moderate Delay
Rural,Express Bus,18,2,Rain,0.33,14.82,36.88,8.88,19,13.59,Average,4.8,1,19.76,Major Delay
Rural,Express Bus,6,4,Clear,2.96,51.72,67.34,20.36,16,2.0,Poor,4.61,0,10.21,Moderate Delay
Rural,Local Bus,21,6,Clear,0.32,38.2,57.78,14.74,33,6.15,Good,0.0,0,13.44,Moderate Delay
Urban,Feeder Bus,9,5,Clear,4.89,65.18,29.13,23.17,8,12.54,Poor,4.27,1,17.44,Major Delay
Urban,Express Bus,9,2,Clear,8.8,76.26,100.0,8.41,10,7.71,Average,0.0,0,19.41,Major Delay
Urban,Local Bus,20,2,Rain,5.95,48.24,22.43,15.36,29,10.76,Average,0.0,0,24.35,Major Delay
Urban,Local Bus,21,0,Cloudy,1.62,68.55,29.2,13.93,33,9.96,Good,4.63,0,15.0,Major Delay
Urban,Local Bus,6,5,Clear,5.36,79.8,76.79,15.53,13,5.44,Good,3.82,0,20.64,Major Delay
Urban,Local Bus,6,6,Rain,2.42,26.79,71.14,10.6,22,2.0,Good,4.24,0,14.66,Moderate Delay
Urban,Local Bus,20,3,Clear,3.51,81.0,43.71,3.0,13,14.5,Good,6.97,0,17.12,Major Delay
Rural,Local Bus,22,3,Rain,5.08,47.15,42.43,18.07,34,10.11,Good,0.09,0,14.08,Moderate Delay
Rural,Local Bus,13,5,Cloudy,0.21,25.5,67.16,14.32,7,12.7,Good,0.0,1,8.53,Moderate Delay
Urban,Local Bus,7,2,Clear,2.62,54.86,65.56,9.01,22,10.71,Average,3.3,0,22.23,Major Delay
Urban,Local Bus,7,2,Cloudy,1.19,46.34,43.92,10.99,22,10.62,Poor,1.19,0,18.63,Major Delay
Urban,Feeder Bus,9,6,Clear,3.06,15.64,77.88,6.98,32,11.82,Good,16.99,1,18.67,Major Delay
